0;735235391121
0;574489821486
0;324220113861
0;283492190492
0;955564666588
0;117470770676
0;429679213311
0;348697326742
0;137717195374
0;426443683592
0;287811263877
0;994375467868
0;343982863325
0;424210988951
0;151134950847
0;314882116370
0;914909821582
0;669551956749
0;902237417326
0;162244504441
0;719301337932
0;188138177275
0;241558124673
0;374994328934
0;292343875182
0;307519897873
0;455385997447
0;806765325443
0;920726832630
0;457614796364
0;703614352249
0;694165254569
0;142202677737
0;151655773365
0;645706350589
0;194545723930
0;905405595283
0;797285345932
0;698485920330
0;821367780886
0;388864869165
0;749812613774
0;533215231836
0;331613916429
0;927991248543
0;389313713484
0;571126647749
0;818464245592
0;537437403337
0;232232150175
0;233147867157
0;427690190121
0;153223499927
0;790520140642
0;388204981656
0;305961614307
0;395930739693
0;889278726139
0;864847856155
0;425598395220
0;146799875933
0;963635516307
0;718324868326
0;117514357938
0;555877850651
0;412883818806
0;153718564573
0;737550749578
0;769343451850
0;755769858546
0;533880732190
0;220605742548
0;243368366368
0;283173567842
0;718737951691
0;239816124396
0;180785374891
0;655501184405
0;661361227912
0;696935507820
0;167517289403
0;782267501736
0;302791546746
0;200805551962
0;944678514468
0;151728938145
0;922439425392
0;212440988151
0;243667843390
0;720806873212
0;940284912446
0;261443735721
0;430509401802
0;418202437911
0;607463644893
0;313815822384
0;296558589882
0;200512238114
0;650639428880
0;587149593894
0;484389955690
0;903314899324
0;362652896585
0;351791829680
0;258718129252
0;121932627952
0;953868176887
0;940465788551
0;436780240735
0;254166305387
0;971248440924
0;233223465975
0;464608355352
0;319976713899
0;204472204259
0;288130376948
0;590901990938
0;134701857676
0;900390230914
0;869945879649
0;658662523994
0;884576564550
0;508513286358
0;622537759836
0;431865398382
0;492455135712
0;155149347902
0;680758535612
0;133776885567
0;904508757467
0;906651196729
0;824434478899
0;776368839112
0;184566531223
0;588147582822
0;979376571678
0;564135836214
0;291146918621
0;982992234675
0;802259444238
0;954632620377
0;334648309758
0;565228670157
0;440985459157
0;832623696923
0;311188750394
0;775466708321
0;616473870502
0;523155694838
0;657594399577
0;407161181262
0;731788668391
0;434949908275
0;350782901441
0;980926999590
0;733547497342
0;674233127867
0;434448632352
0;520267736412
0;592336166450
0;490133180977
0;336424357908
0;922635118625
0;829722684858
0;956685496813
0;903567996444
0;959268881986
0;263658756482
0;165680986251
0;706986945225
0;508566465172
0;497735643449
0;583294472767
0;294337909139
0;377668203809
0;699598490927
0;921533745195
0;379904846735
0;683428223948
0;926859116519
0;437646208695
0;271653559577
0;164215311407
0;215871967565
0;286987579641
0;165281746773
0;756618230557
0;861523627657
0;780846759971
0;154422267470
0;911681598801
0;367680686857
0;392817935359
0;320933922472
0;423976886609
0;889326811383
0;812873645999
0;249690509401
0;388314848499
0;682912845310
0;407639137203
0;188203815484
0;563463372488
0;635592940587
0;844217326282
